# DESCRIPTION:
# Reference: Barker, S., Knorr, G., Edwards, R. L., Parrenin, F., Putnam, A. E., Skinner, L. C., ... & Ziegler, M. (2011). 800,000 years of abrupt climate variability. science, 334(6054), 347-351, https://doi.org/10.1126/science.1203580
# Data from: https://doi.org/10.1126/science.1203580. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

EDC3 Age [kyr],GLT_syn δ18O [‰]
400.4,-33.79
400.45,-33.92
400.5,-34.08
400.55,-34.25
400.6,-34.41
400.65,-34.55
400.7,-34.63
400.75,-34.68
400.8,-34.7
400.85,-34.68
400.9,-34.64
400.95,-34.57
401,-34.46
401.05,-34.33
401.1,-34.2
401.15,-34.06
401.2,-33.91
401.25,-33.81
401.3,-33.74
401.35,-33.74
401.4,-33.79
401.45,-33.85
401.5,-33.88
401.55,-33.9
401.6,-33.9
401.65,-33.92
401.7,-33.99
401.75,-34.08
401.8,-34.18
401.85,-34.27
401.9,-34.33
401.95,-34.36
402,-34.33
402.05,-34.27
402.1,-34.17
402.15,-34.08
402.2,-34.04
402.25,-34.05
402.3,-34.09
402.35,-34.11
402.4,-34.05
402.45,-33.93
402.5,-33.76
402.55,-33.61
402.6,-33.51
402.65,-33.46
402.7,-33.44
402.75,-33.45
402.8,-33.48
402.85,-33.51
402.9,-33.54
402.95,-33.57
403,-33.58
403.05,-33.64
403.1,-33.74
403.15,-33.9
403.2,-34.1
403.25,-34.26
403.3,-34.39
403.35,-34.48
403.4,-34.54
403.45,-34.62
403.5,-34.7
403.55,-34.79
403.6,-34.86
403.65,-34.88
403.7,-34.84
403.75,-34.76
403.8,-34.67
403.85,-34.59
403.9,-34.53
403.95,-34.48
404,-34.44
404.05,-34.41
404.1,-34.37
404.15,-34.31
404.2,-34.23
404.25,-34.13
404.3,-34.04
404.35,-34.01
404.4,-34.04
404.45,-34.12
404.5,-34.18
404.55,-34.23
404.6,-34.27
404.65,-34.32
404.7,-34.36
404.75,-34.36
404.8,-34.33
404.85,-34.26
404.9,-34.18
404.95,-34.11
405,-34.02
405.05,-33.91
405.1,-33.81
405.15,-33.7
405.2,-33.61
405.25,-33.48
405.3,-33.31
405.35,-33.1
405.4,-32.9
405.45,-32.8
405.5,-32.8
405.55,-32.88
405.6,-33
405.65,-33.15
405.7,-33.33
405.75,-33.51
405.8,-33.67
405.85,-33.8
405.9,-33.9
405.95,-34.02
406,-34.18
406.05,-34.38
406.1,-34.56
406.15,-34.65
406.2,-34.62
406.25,-34.49
406.3,-34.31
406.35,-34.1
406.4,-33.87
406.45,-33.62
406.5,-33.44
406.55,-33.34
406.6,-33.3
406.65,-33.29
406.7,-33.22
406.75,-33.11
406.8,-32.99
406.85,-32.97
406.9,-33.08
406.95,-33.3
407,-33.58
407.05,-33.84
407.1,-34.09
407.15,-34.3
407.2,-34.42
407.25,-34.46
407.3,-34.4
407.35,-34.34
407.4,-34.35
407.45,-34.45
407.5,-34.62
407.55,-34.71
407.6,-34.71
407.65,-34.62
407.7,-34.49
407.75,-34.41
407.8,-34.39
407.85,-34.41
407.9,-34.49
407.95,-34.61
408,-34.77
408.05,-34.94
408.1,-35.03
408.15,-35.05
408.2,-35
408.25,-34.94
408.3,-34.89
408.35,-34.86
408.4,-34.82
408.45,-34.75
408.5,-34.67
408.55,-34.57
408.6,-34.47
408.65,-34.36
408.7,-34.24
408.75,-34.11
408.8,-33.99
408.85,-33.91
408.9,-33.88
408.95,-33.9
409,-33.94
409.05,-34.01
409.1,-34.1
409.15,-34.2
409.2,-34.28
409.25,-34.34
409.3,-34.37
409.35,-34.4
409.4,-34.45
409.45,-34.54
409.5,-34.65
409.55,-34.75
409.6,-34.81
409.65,-34.83
409.7,-34.82
409.75,-34.79
409.8,-34.75
409.85,-34.7
409.9,-34.68
409.95,-34.67
410,-34.68
410.05,-34.67
410.1,-34.64
410.15,-34.57
410.2,-34.49
410.25,-34.41
410.3,-34.36
410.35,-34.34
410.4,-34.34
410.45,-34.37
410.5,-34.4
410.55,-34.44
410.6,-34.45
410.65,-34.46
410.7,-34.44
410.75,-34.44
410.8,-34.45
410.85,-34.47
410.9,-34.54
410.95,-34.62
411,-34.71
411.05,-34.79
411.1,-34.86
411.15,-34.92
411.2,-34.98
411.25,-35.04
411.3,-35.11
411.35,-35.21
411.4,-35.34
411.45,-35.5
411.5,-35.67
411.55,-35.82
411.6,-35.91
411.65,-35.96
411.7,-35.97
411.75,-35.96
411.8,-35.93
411.85,-35.91
411.9,-35.87
411.95,-35.82
412,-35.77
412.05,-35.72
412.1,-35.64
412.15,-35.55
412.2,-35.44
412.25,-35.31
412.3,-35.2
412.35,-35.1
412.4,-35
412.45,-34.92
412.5,-34.86
412.55,-34.8
412.6,-34.75
412.65,-34.7
412.7,-34.66
412.75,-34.61
412.8,-34.55
412.85,-34.49
412.9,-34.43
412.95,-34.39
413,-34.37
413.05,-34.37
413.1,-34.39
413.15,-34.41
413.2,-34.43
413.25,-34.44
413.3,-34.44
413.35,-34.44
413.4,-34.46
413.45,-34.48
413.5,-34.53
413.55,-34.58
413.6,-34.66
413.65,-34.73
413.7,-34.81
413.75,-34.88
413.8,-34.96
413.85,-35.02
413.9,-35.08
413.95,-35.14
414,-35.19
414.05,-35.23
414.1,-35.24
414.15,-35.23
414.2,-35.19
414.25,-35.13
414.3,-35.06
414.35,-34.99
414.4,-34.92
414.45,-34.87
414.5,-34.82
414.55,-34.79
414.6,-34.76
414.65,-34.74
414.7,-34.72
414.75,-34.69
414.8,-34.68
414.85,-34.66
414.9,-34.66
414.95,-34.66
415,-34.68
415.05,-34.68
415.1,-34.68
415.15,-34.66
415.2,-34.63
415.25,-34.59
415.3,-34.55
415.35,-34.54
415.4,-34.56
415.45,-34.6
415.5,-34.68
415.55,-34.78
415.6,-34.87
415.65,-34.93
415.7,-34.97
415.75,-34.98
415.8,-34.97
415.85,-34.96
415.9,-34.96
415.95,-34.96
416,-34.97
416.05,-34.97
416.1,-34.95
416.15,-34.88
416.2,-34.78
416.25,-34.66
416.3,-34.54
416.35,-34.45
416.4,-34.4
416.45,-34.38
416.5,-34.38
416.55,-34.4
416.6,-34.4
416.65,-34.4
416.7,-34.39
416.75,-34.38
416.8,-34.39
416.85,-34.44
416.9,-34.51
416.95,-34.6
417,-34.72
417.05,-34.83
417.1,-34.94
417.15,-35.03
417.2,-35.1
417.25,-35.17
417.3,-35.23
417.35,-35.28
417.4,-35.33
417.45,-35.38
417.5,-35.42
417.55,-35.45
417.6,-35.48
417.65,-35.49
417.7,-35.5
417.75,-35.49
417.8,-35.5
417.85,-35.53
417.9,-35.57
417.95,-35.64
418,-35.73
418.05,-35.83
418.1,-35.91
418.15,-35.98
418.2,-36.03
418.25,-36.06
418.3,-36.08
418.35,-36.1
418.4,-36.11
418.45,-36.12
418.5,-36.11
418.55,-36.09
418.6,-36.04
418.65,-35.97
418.7,-35.88
418.75,-35.78
418.8,-35.7
418.85,-35.63
418.9,-35.56
418.95,-35.51
419,-35.44
419.05,-35.38
419.1,-35.31
419.15,-35.25
419.2,-35.22
419.25,-35.21
419.3,-35.22
419.35,-35.25
419.4,-35.28
419.45,-35.32
419.5,-35.36
419.55,-35.39
419.6,-35.42
419.65,-35.47
419.7,-35.53
419.75,-35.59
419.8,-35.67
419.85,-35.72
419.9,-35.74
419.95,-35.73
420,-35.7
420.05,-35.65
420.1,-35.6
420.15,-35.56
420.2,-35.53
420.25,-35.52
420.3,-35.52
420.35,-35.52
420.4,-35.53
420.45,-35.54
420.5,-35.57
420.55,-35.63
420.6,-35.73
420.65,-35.85
420.7,-35.99
420.75,-36.15
420.8,-36.3
420.85,-36.43
420.9,-36.55
420.95,-36.66
421,-36.76
421.05,-36.84
421.1,-36.93
421.15,-37
421.2,-37.06
421.25,-37.09
421.3,-37.09
421.35,-37.07
421.4,-37.03
421.45,-36.96
421.5,-36.91
421.55,-36.85
421.6,-36.81
421.65,-36.77
421.7,-36.73
421.75,-36.68
421.8,-36.61
421.85,-36.52
421.9,-36.43
421.95,-36.32
422,-36.22
422.05,-36.12
422.1,-36.03
422.15,-35.95
422.2,-35.86
422.25,-35.77
422.3,-35.69
422.35,-35.63
422.4,-35.6
422.45,-35.6
422.5,-35.64
422.55,-35.71
422.6,-35.82
422.65,-35.96
422.7,-36.11
422.75,-36.29
422.8,-36.47
422.85,-36.67
422.9,-36.86
422.95,-37.03
423,-37.17
423.05,-37.26
423.1,-37.3
423.15,-37.3
423.2,-37.25
423.25,-37.18
423.3,-37.09
423.35,-36.98
423.4,-36.86
423.45,-36.72
423.5,-36.53
423.55,-36.31
423.6,-36.09
423.65,-35.86
423.7,-35.65
423.75,-35.46
423.8,-35.27
423.85,-35.09
423.9,-34.88
423.95,-34.65
424,-34.4
424.05,-34.13
424.1,-33.85
424.15,-33.57
424.2,-33.34
424.25,-33.17
424.3,-33.04
424.35,-32.97
424.4,-32.95
424.45,-32.97
424.5,-33.07
424.55,-33.22
424.6,-33.46
424.65,-33.78
424.7,-34.17
424.75,-34.61
424.8,-35.09
424.85,-35.62
424.9,-36.16
424.95,-36.71
425,-37.22
425.05,-37.7
425.1,-38.12
425.15,-38.5
425.2,-38.82
425.25,-39.07
425.3,-39.26
425.35,-39.38
425.4,-39.46
425.45,-39.49
425.5,-39.47
425.55,-39.4
425.6,-39.28
425.65,-39.13
425.7,-38.96
425.75,-38.8
425.8,-38.68
425.85,-38.58
425.9,-38.5
425.95,-38.43
426,-38.37
426.05,-38.31
426.1,-38.24
426.15,-38.17
426.2,-38.11
426.25,-38.07
426.3,-38.05
426.35,-38.05
426.4,-38.05
426.45,-38.04
426.5,-38.03
426.55,-38.01
426.6,-38
426.65,-38.03
426.7,-38.1
426.75,-38.22
426.8,-38.38
426.85,-38.59
426.9,-38.83
426.95,-39.06
427,-39.29
427.05,-39.51
427.1,-39.74
427.15,-39.96
427.2,-40.18
427.25,-40.37
427.3,-40.52
427.35,-40.62
427.4,-40.67
427.45,-40.66
427.5,-40.6
427.55,-40.49
427.6,-40.35
427.65,-40.22
427.7,-40.09
427.75,-39.97
427.8,-39.86
427.85,-39.75
427.9,-39.66
427.95,-39.6
428,-39.58
428.05,-39.59
428.1,-39.63
428.15,-39.7
428.2,-39.79
428.25,-39.91
428.3,-40.04
428.35,-40.14
428.4,-40.21
428.45,-40.28
428.5,-40.32
428.55,-40.34
428.6,-40.35
428.65,-40.32
428.7,-40.27
428.75,-40.22
428.8,-40.17
428.85,-40.11
428.9,-40.05
428.95,-39.99
429,-39.92
429.05,-39.87
429.1,-39.84
429.15,-39.81
429.2,-39.78
429.25,-39.76
429.3,-39.75
429.35,-39.75
429.4,-39.76
429.45,-39.77
429.5,-39.78
429.55,-39.79
429.6,-39.81
429.65,-39.84
429.7,-39.87
429.75,-39.92
429.8,-39.98
429.85,-40.05
429.9,-40.13
429.95,-40.22
430,-40.31
430.05,-40.39
430.1,-40.47
430.15,-40.54
430.2,-40.61
430.25,-40.66
430.3,-40.7
430.35,-40.72
430.4,-40.72
430.45,-40.7
430.5,-40.67
430.55,-40.63
430.6,-40.58
430.65,-40.52
430.7,-40.45
430.75,-40.38
430.8,-40.31
430.85,-40.23
430.9,-40.15
430.95,-40.08
431,-40
431.05,-39.93
431.1,-39.87
431.15,-39.81
431.2,-39.77
431.25,-39.73
431.3,-39.69
431.35,-39.66
431.4,-39.64
431.45,-39.62
431.5,-39.6
431.55,-39.59
431.6,-39.58
431.65,-39.59
431.7,-39.6
431.75,-39.61
431.8,-39.62
431.85,-39.63
431.9,-39.64
431.95,-39.66
432,-39.67
432.05,-39.69
432.1,-39.72
432.15,-39.75
432.2,-39.78
432.25,-39.81
432.3,-39.85
432.35,-39.88
432.4,-39.92
432.45,-39.96
432.5,-40
432.55,-40.04
432.6,-40.07
432.65,-40.1
432.7,-40.11
432.75,-40.12
432.8,-40.12
432.85,-40.11
432.9,-40.1
432.95,-40.07
433,-40.04
433.05,-40
433.1,-39.97
433.15,-39.93
433.2,-39.91
433.25,-39.89
433.3,-39.89
433.35,-39.9
433.4,-39.93
433.45,-39.98
433.5,-40.04
433.55,-40.11
433.6,-40.18
433.65,-40.26
433.7,-40.35
433.75,-40.43
433.8,-40.49
433.85,-40.54
433.9,-40.56
433.95,-40.57
434,-40.56
434.05,-40.52
434.1,-40.47
434.15,-40.41
434.2,-40.34
434.25,-40.25
434.3,-40.18
434.35,-40.12
434.4,-40.07
434.45,-40.04
434.5,-40.03
434.55,-40.04
434.6,-40.07
434.65,-40.11
434.7,-40.17
434.75,-40.24
434.8,-40.31
434.85,-40.38
434.9,-40.43
434.95,-40.47
435,-40.5
435.05,-40.51
435.1,-40.49
435.15,-40.46
435.2,-40.41
435.25,-40.36
435.3,-40.3
435.35,-40.25
435.4,-40.21
435.45,-40.19
435.5,-40.2
435.55,-40.23
435.6,-40.28
435.65,-40.36
435.7,-40.47
435.75,-40.61
435.8,-40.77
435.85,-40.95
435.9,-41.15
435.95,-41.35
436,-41.53
436.05,-41.7
436.1,-41.86
436.15,-41.99
436.2,-42.11
436.25,-42.21
436.3,-42.29
436.35,-42.35
436.4,-42.37
436.45,-42.36
436.5,-42.32
436.55,-42.25
436.6,-42.16
436.65,-42.05
436.7,-41.93
436.75,-41.8
436.8,-41.65
436.85,-41.5
436.9,-41.33
436.95,-41.17
437,-41
437.05,-40.84
437.1,-40.71
437.15,-40.6
437.2,-40.51
437.25,-40.45
437.3,-40.41
437.35,-40.4
437.4,-40.4
437.45,-40.43
437.5,-40.47
437.55,-40.52
437.6,-40.57
437.65,-40.61
437.7,-40.64
437.75,-40.65
437.8,-40.65
437.85,-40.61
437.9,-40.56
437.95,-40.48
438,-40.39
438.05,-40.26
438.1,-40.13
438.15,-39.99
438.2,-39.87
438.25,-39.77
438.3,-39.68
438.35,-39.63
438.4,-39.6
438.45,-39.6
438.5,-39.63
438.55,-39.69
438.6,-39.77
438.65,-39.88
438.7,-40.01
438.75,-40.17
438.8,-40.32
438.85,-40.47
438.9,-40.59
438.95,-40.7
439,-40.79
439.05,-40.86
439.1,-40.91
439.15,-40.95
439.2,-40.96
439.25,-40.95
439.3,-40.92
439.35,-40.88
439.4,-40.82
439.45,-40.75
439.5,-40.69
439.55,-40.62
439.6,-40.57
439.65,-40.51
439.7,-40.46
439.75,-40.42
439.8,-40.38
439.85,-40.34
439.9,-40.31
439.95,-40.28
440,-40.27
440.05,-40.26
440.1,-40.25
440.15,-40.25
440.2,-40.25
440.25,-40.26
440.3,-40.26
440.35,-40.27
440.4,-40.28
440.45,-40.29
440.5,-40.3
440.55,-40.31
440.6,-40.31
440.65,-40.3
440.7,-40.29
440.75,-40.27
440.8,-40.25
440.85,-40.22
440.9,-40.18
440.95,-40.14
441,-40.09
441.05,-40.03
441.1,-39.97
441.15,-39.91
441.2,-39.84
441.25,-39.78
441.3,-39.72
441.35,-39.67
441.4,-39.62
441.45,-39.57
441.5,-39.53
441.55,-39.49
441.6,-39.46
441.65,-39.44
441.7,-39.43
441.75,-39.42
441.8,-39.43
441.85,-39.45
441.9,-39.48
441.95,-39.51
442,-39.55
442.05,-39.59
442.1,-39.64
442.15,-39.7
442.2,-39.76
442.25,-39.82
442.3,-39.87
442.35,-39.91
442.4,-39.93
442.45,-39.94
442.5,-39.94
442.55,-39.93
442.6,-39.9
442.65,-39.86
442.7,-39.8
442.75,-39.74
442.8,-39.65
442.85,-39.55
442.9,-39.44
442.95,-39.33
443,-39.23
443.05,-39.12
443.1,-39.02
443.15,-38.93
443.2,-38.84
443.25,-38.75
443.3,-38.67
443.35,-38.62
443.4,-38.58
443.45,-38.58
443.5,-38.6
443.55,-38.64
443.6,-38.71
443.65,-38.8
443.7,-38.92
443.75,-39.05
443.8,-39.21
443.85,-39.38
443.9,-39.56
443.95,-39.75
444,-39.92
444.05,-40.08
444.1,-40.21
444.15,-40.3
444.2,-40.37
444.25,-40.41
444.3,-40.42
444.35,-40.4
444.4,-40.35
444.45,-40.28
444.5,-40.18
444.55,-40.06
444.6,-39.95
444.65,-39.83
444.7,-39.72
444.75,-39.63
444.8,-39.55
444.85,-39.49
444.9,-39.45
444.95,-39.42
445,-39.41
445.05,-39.42
445.1,-39.45
445.15,-39.49
445.2,-39.54
445.25,-39.59
445.3,-39.64
445.35,-39.69
445.4,-39.74
445.45,-39.78
445.5,-39.83
445.55,-39.87
445.6,-39.9
445.65,-39.93
445.7,-39.95
445.75,-39.95
445.8,-39.95
445.85,-39.94
445.9,-39.92
445.95,-39.89
446,-39.86
446.05,-39.82
446.1,-39.77
446.15,-39.69
446.2,-39.59
446.25,-39.48
446.3,-39.35
446.35,-39.21
446.4,-39.06
446.45,-38.9
446.5,-38.73
446.55,-38.54
446.6,-38.35
446.65,-38.16
446.7,-37.98
446.75,-37.8
446.8,-37.66
446.85,-37.55
446.9,-37.48
446.95,-37.44
447,-37.45
447.05,-37.48
447.1,-37.56
447.15,-37.67
447.2,-37.81
447.25,-38
447.3,-38.21
447.35,-38.44
447.4,-38.66
447.45,-38.87
447.5,-39.08
447.55,-39.27
447.6,-39.43
447.65,-39.58
447.7,-39.73
447.75,-39.86
447.8,-39.99
447.85,-40.1
447.9,-40.2
447.95,-40.29
448,-40.38
448.05,-40.46
448.1,-40.56
448.15,-40.66
448.2,-40.77
448.25,-40.88
448.3,-40.97
448.35,-41.05
448.4,-41.11
448.45,-41.13
448.5,-41.13
448.55,-41.11
448.6,-41.05
448.65,-40.98
448.7,-40.87
448.75,-40.74
448.8,-40.58
448.85,-40.4
448.9,-40.21
448.95,-40.02
449,-39.85
449.05,-39.69
449.1,-39.55
449.15,-39.43
449.2,-39.33
449.25,-39.25
449.3,-39.19
449.35,-39.15
449.4,-39.14
449.45,-39.16
449.5,-39.19
449.55,-39.24
449.6,-39.31
449.65,-39.37
449.7,-39.44
449.75,-39.51
449.8,-39.58
449.85,-39.66
449.9,-39.73
449.95,-39.81
450,-39.88
450.05,-39.95
450.1,-40.01
450.15,-40.07
450.2,-40.11
450.25,-40.15
450.3,-40.18
450.35,-40.21
450.4,-40.23
450.45,-40.24
450.5,-40.24
450.55,-40.23
450.6,-40.19
450.65,-40.13
450.7,-40.05
450.75,-39.95
450.8,-39.83
450.85,-39.7
450.9,-39.55
450.95,-39.38
451,-39.2
451.05,-39
451.1,-38.79
451.15,-38.58
451.2,-38.37
451.25,-38.19
451.3,-38.06
451.35,-37.96
451.4,-37.9
451.45,-37.87
451.5,-37.88
451.55,-37.93
451.6,-38.02
451.65,-38.15
451.7,-38.32
451.75,-38.53
451.8,-38.77
451.85,-39.03
451.9,-39.28
451.95,-39.52
452,-39.75
452.05,-39.97
452.1,-40.17
452.15,-40.36
452.2,-40.53
452.25,-40.69
452.3,-40.81
452.35,-40.9
452.4,-40.95
452.45,-40.97
452.5,-40.94
452.55,-40.89
452.6,-40.81
452.65,-40.72
452.7,-40.6
452.75,-40.46
452.8,-40.3
452.85,-40.11
452.9,-39.9
452.95,-39.67
453,-39.45
453.05,-39.23
453.1,-39.04
453.15,-38.85
453.2,-38.68
453.25,-38.52
453.3,-38.37
453.35,-38.24
453.4,-38.13
453.45,-38.03
453.5,-37.96
453.55,-37.93
453.6,-37.93
453.65,-37.97
453.7,-38.03
453.75,-38.1
453.8,-38.2
453.85,-38.32
453.9,-38.46
453.95,-38.61
454,-38.79
454.05,-38.98
454.1,-39.19
454.15,-39.41
454.2,-39.6
454.25,-39.78
454.3,-39.94
454.35,-40.09
454.4,-40.21
454.45,-40.31
454.5,-40.39
454.55,-40.45
454.6,-40.49
454.65,-40.52
454.7,-40.52
454.75,-40.52
454.8,-40.5
454.85,-40.48
454.9,-40.46
454.95,-40.45
455,-40.45
455.05,-40.45
455.1,-40.45
455.15,-40.46
455.2,-40.48
455.25,-40.51
455.3,-40.55
455.35,-40.59
455.4,-40.64
455.45,-40.69
455.5,-40.74
455.55,-40.8
455.6,-40.86
455.65,-40.93
455.7,-40.99
455.75,-41.06
455.8,-41.13
455.85,-41.2
455.9,-41.27
455.95,-41.33
456,-41.38
456.05,-41.43
456.1,-41.47
456.15,-41.5
456.2,-41.53
456.25,-41.55
456.3,-41.56
456.35,-41.57
456.4,-41.57
456.45,-41.57
456.5,-41.55
456.55,-41.53
456.6,-41.49
456.65,-41.45
456.7,-41.39
456.75,-41.33
456.8,-41.27
456.85,-41.19
456.9,-41.11
456.95,-41.01
457,-40.91
457.05,-40.81
457.1,-40.69
457.15,-40.57
457.2,-40.44
457.25,-40.32
457.3,-40.22
457.35,-40.13
457.4,-40.06
457.45,-40
457.5,-39.95
457.55,-39.91
457.6,-39.89
457.65,-39.88
457.7,-39.88
457.75,-39.9
457.8,-39.93
457.85,-39.97
457.9,-40.03
457.95,-40.07
458,-40.12
458.05,-40.15
458.1,-40.19
458.15,-40.21
458.2,-40.24
458.25,-40.25
458.3,-40.26
458.35,-40.27
458.4,-40.27
458.45,-40.27
458.5,-40.26
458.55,-40.24
458.6,-40.22
458.65,-40.2
458.7,-40.18
458.75,-40.16
458.8,-40.14
458.85,-40.11
458.9,-40.08
458.95,-40.06
459,-40.03
459.05,-40
459.1,-39.96
459.15,-39.93
459.2,-39.9
459.25,-39.86
459.3,-39.82
459.35,-39.78
459.4,-39.75
459.45,-39.72
459.5,-39.7
459.55,-39.68
459.6,-39.67
459.65,-39.66
459.7,-39.66
459.75,-39.66
459.8,-39.67
459.85,-39.68
459.9,-39.7
459.95,-39.72
460,-39.75
460.05,-39.77
460.1,-39.8
460.15,-39.82
460.2,-39.85
460.25,-39.87
460.3,-39.89
460.35,-39.9
460.4,-39.92
460.45,-39.93
460.5,-39.95
460.55,-39.96
460.6,-39.97
460.65,-39.97
460.7,-39.98
460.75,-39.98
460.8,-39.97
460.85,-39.95
460.9,-39.92
460.95,-39.89
461,-39.85
461.05,-39.8
461.1,-39.74
461.15,-39.68
461.2,-39.6
461.25,-39.52
461.3,-39.43
461.35,-39.34
461.4,-39.24
461.45,-39.15
461.5,-39.08
461.55,-39.02
461.6,-38.97
461.65,-38.93
461.7,-38.91
461.75,-38.9
461.8,-38.89
461.85,-38.91
461.9,-38.93
461.95,-38.97
462,-39.02
462.05,-39.09
462.1,-39.18
462.15,-39.27
462.2,-39.36
462.25,-39.45
462.3,-39.56
462.35,-39.66
462.4,-39.77
462.45,-39.88
462.5,-39.99
462.55,-40.11
462.6,-40.23
462.65,-40.36
462.7,-40.47
462.75,-40.57
462.8,-40.65
462.85,-40.72
462.9,-40.78
462.95,-40.82
463,-40.84
463.05,-40.86
463.1,-40.85
463.15,-40.84
463.2,-40.81
463.25,-40.76
463.3,-40.71
463.35,-40.65
463.4,-40.59
463.45,-40.54
463.5,-40.51
463.55,-40.48
463.6,-40.46
463.65,-40.45
463.7,-40.46
463.75,-40.47
463.8,-40.49
463.85,-40.52
463.9,-40.55
463.95,-40.6
464,-40.65
464.05,-40.7
464.1,-40.74
464.15,-40.78
464.2,-40.81
464.25,-40.84
464.3,-40.86
464.35,-40.87
464.4,-40.88
464.45,-40.89
464.5,-40.89
464.55,-40.88
464.6,-40.87
464.65,-40.86
464.7,-40.84
464.75,-40.82
464.8,-40.79
464.85,-40.77
464.9,-40.74
464.95,-40.71
465,-40.68
465.05,-40.65
465.1,-40.61
465.15,-40.58
465.2,-40.54
465.25,-40.5
465.3,-40.45
465.35,-40.41
465.4,-40.36
465.45,-40.32
465.5,-40.27
465.55,-40.22
465.6,-40.17
465.65,-40.12
465.7,-40.07
465.75,-40.02
465.8,-39.97
465.85,-39.91
465.9,-39.86
465.95,-39.8
466,-39.75
466.05,-39.69
466.1,-39.64
466.15,-39.6
466.2,-39.56
466.25,-39.52
466.3,-39.49
466.35,-39.47
466.4,-39.45
466.45,-39.43
466.5,-39.43
466.55,-39.43
466.6,-39.43
466.65,-39.44
466.7,-39.45
466.75,-39.47
466.8,-39.5
466.85,-39.53
466.9,-39.57
466.95,-39.61
467,-39.66
467.05,-39.72
467.1,-39.78
467.15,-39.85
467.2,-39.92
467.25,-40
467.3,-40.08
467.35,-40.17
467.4,-40.27
467.45,-40.35
467.5,-40.41
467.55,-40.45
467.6,-40.46
467.65,-40.45
467.7,-40.41
467.75,-40.35
467.8,-40.27
467.85,-40.15
467.9,-40.02
467.95,-39.86
468,-39.67
468.05,-39.47
468.1,-39.23
468.15,-38.99
468.2,-38.77
468.25,-38.56
468.3,-38.36
468.35,-38.18
468.4,-38.02
468.45,-37.87
468.5,-37.74
468.55,-37.62
468.6,-37.51
468.65,-37.42
468.7,-37.35
468.75,-37.3
468.8,-37.28
468.85,-37.3
468.9,-37.34
468.95,-37.4
469,-37.49
469.05,-37.6
469.1,-37.73
469.15,-37.89
469.2,-38.07
469.25,-38.27
469.3,-38.5
469.35,-38.75
469.4,-39
469.45,-39.24
469.5,-39.45
469.55,-39.61
469.6,-39.73
469.65,-39.81
469.7,-39.85
469.75,-39.84
469.8,-39.79
469.85,-39.71
469.9,-39.58
469.95,-39.41
470,-39.19
470.05,-38.93
470.1,-38.67
470.15,-38.41
470.2,-38.17
470.25,-37.94
470.3,-37.73
470.35,-37.54
470.4,-37.36
470.45,-37.2
470.5,-37.06
470.55,-36.95
470.6,-36.86
470.65,-36.8
470.7,-36.77
470.75,-36.77
470.8,-36.78
470.85,-36.81
470.9,-36.85
470.95,-36.9
471,-36.96
471.05,-37.03
471.1,-37.11
471.15,-37.19
471.2,-37.27
471.25,-37.34
471.3,-37.4
471.35,-37.44
471.4,-37.47
471.45,-37.48
471.5,-37.48
471.55,-37.48
471.6,-37.49
471.65,-37.5
471.7,-37.52
471.75,-37.55
471.8,-37.6
471.85,-37.68
471.9,-37.77
471.95,-37.89
472,-38.04
472.05,-38.22
472.1,-38.43
472.15,-38.68
472.2,-38.95
472.25,-39.2
472.3,-39.45
472.35,-39.68
472.4,-39.9
472.45,-40.11
472.5,-40.29
472.55,-40.46
472.6,-40.6
472.65,-40.72
472.7,-40.81
472.75,-40.88
472.8,-40.92
472.85,-40.93
472.9,-40.92
472.95,-40.9
473,-40.87
473.05,-40.84
473.1,-40.81
473.15,-40.77
473.2,-40.73
473.25,-40.7
473.3,-40.66
473.35,-40.63
473.4,-40.6
473.45,-40.57
473.5,-40.56
473.55,-40.54
473.6,-40.53
473.65,-40.52
473.7,-40.49
473.75,-40.46
473.8,-40.42
473.85,-40.37
473.9,-40.31
473.95,-40.24
474,-40.15
474.05,-40.06
474.1,-39.94
474.15,-39.82
474.2,-39.68
474.25,-39.51
474.3,-39.33
474.35,-39.14
474.4,-38.94
474.45,-38.74
474.5,-38.55
474.55,-38.35
474.6,-38.15
474.65,-37.94
474.7,-37.74
474.75,-37.54
474.8,-37.33
474.85,-37.14
474.9,-36.95
474.95,-36.79
475,-36.66
475.05,-36.54
475.1,-36.45
475.15,-36.38
475.2,-36.32
475.25,-36.28
475.3,-36.26
475.35,-36.26
475.4,-36.28
475.45,-36.32
475.5,-36.37
475.55,-36.43
475.6,-36.5
475.65,-36.57
475.7,-36.63
475.75,-36.68
475.8,-36.74
475.85,-36.79
475.9,-36.84
475.95,-36.88
476,-36.92
476.05,-36.96
476.1,-36.99
476.15,-37.01
476.2,-37.02
476.25,-37.04
476.3,-37.06
476.35,-37.09
476.4,-37.11
476.45,-37.13
476.5,-37.15
476.55,-37.18
476.6,-37.2
476.65,-37.23
476.7,-37.25
476.75,-37.3
476.8,-37.36
476.85,-37.43
476.9,-37.52
476.95,-37.63
477,-37.75
477.05,-37.87
477.1,-38.01
477.15,-38.16
477.2,-38.32
477.25,-38.48
477.3,-38.66
477.35,-38.84
477.4,-39.03
477.45,-39.2
477.5,-39.34
477.55,-39.47
477.6,-39.58
477.65,-39.68
477.7,-39.75
477.75,-39.82
477.8,-39.87
477.85,-39.91
477.9,-39.94
477.95,-39.96
